Product order name;Product order date;Material name;Material group;qty;Current qty;Posted date;For admission date;Create date;Product order name child;Product order date child
ПКНФ-000010;15.01.2025;Труба СВ  42,4х1,5мм 08Х18Н10 (AISI 304);Нержавеющие трубы, листы, круги, сетки(ПК КСС);0.5;0.5;;;15.01.2025;;
ПКНФ-000010;15.01.2025;Труба СВ  60,3х2,0мм 08Х18Н10 (AISI 304);Нержавеющие трубы, листы, круги, сетки(ПК КСС);3.5;3.5;09.09.2025;09.09.2025;15.01.2025;;
ПКНФ-000010;15.01.2025;Отвод 60,3х2,0 мм AISI 304;Нержавеющие фланцы и фиттинги (ПК КСС);8;8;09.09.2025;09.09.2025;15.01.2025;;
ПКНФ-000010;15.01.2025;Шайба плоская оц. М10  DIN 125;Оцинкованные метизы (ПК КСС);0.1;1.29;;25.08.2025;15.01.2025;;
ПКНФ-000010;15.01.2025;Навесной замок с ключом GPLK-50L;Оцинкованные метизы (ПК КСС);1;54;;20.01.2025;15.01.2025;;
ПКНФ-000010;15.01.2025;Полоса 40*4 ГОСТ 103-76;Черные трубы, листы, круги (ПК КСС);5;37.8;;19.08.2024;15.01.2025;;
ПКНФ-000010;15.01.2025;Уголок 50х50х5 ГОСТ 8509-93 (м);Черные трубы, листы, круги (ПК КСС);2;43.4;;;15.01.2025;;
ПКНФ-000010;15.01.2025;Гайка шестигр. оц М12 DIN934;Оцинкованные метизы (ПК КСС);0.012;1.276;;03.06.2024;15.01.2025;;
ПКНФ-000010;15.01.2025;Гайка шестигр. оц М16  (тыс шт);Оцинкованные метизы (ПК КСС);0.06;0.839;;27.06.2024;15.01.2025;;
ПКНФ-000010;15.01.2025;Лист 1000х3000 ПВЛ 406;Черные трубы, листы, круги (ПК КСС);2;2;;;15.01.2025;;
ПКНФ-000010;15.01.2025;Ниппель приварной DN40 1 1/2"" (AISI304, 08Х18H10);Нержавеющие фланцы и фиттинги (ПК КСС);2;2;;15.12.2025;15.01.2025;;
ПКНФ-000010;15.01.2025;Труба 25х25х2 (AISI 304);Нержавеющие трубы, листы, круги, сетки(ПК КСС);11;36;17.09.2025;05.08.2025;15.01.2025;;
ПКНФ-000010;15.01.2025;Труба 40х20х1,5 (AISI304);Нержавеющие трубы, листы, круги, сетки(ПК КСС);2;2.06;05.08.2025;05.08.2025;15.01.2025;;
ПКНФ-000010;15.01.2025;Фланец 60,3 (AISI304, 08*18H10, PN10/16) плоский;Нержавеющие фланцы и фиттинги (ПК КСС);4;4;;;15.01.2025;;
ПКНФ-000010;15.01.2025;Шпилька М8 L1000 DIN 975;Нержавеющие метизы (ПК КСС);1;1;;;15.01.2025;;
ПКНФ-000010;15.01.2025;Анкерный болт с гайкой 16*180 HNM тыс;Оцинкованные метизы (ПК КСС);0.016;0.676;;10.06.2024;15.01.2025;;
ПКНФ-000010;15.01.2025;Арматура ф 16 А-1 ГОСТ 5781-82 (м);Черные трубы, листы, круги (ПК КСС);4;30.3;;24.01.2024;15.01.2025;;
ПКНФ-000010;15.01.2025;Грибок канализационный;Полиэтелен, корсис, прагма, НПВХ (ПК КСС);2;19;;;15.01.2025;;
ПКНФ-000010;15.01.2025;Манжета резиновая переходная D 110/124 Уп., черн;Полиэтелен, корсис, прагма, НПВХ (ПК КСС);3;23;;;15.01.2025;;
ПКНФ-000010;15.01.2025;Полоса 4,0x40,0 (AISI304, 08X18H10, 2B);Нержавеющие трубы, листы, круги, сетки(ПК КСС);2;0;;25.02.2025;15.01.2025;;
ПКНФ-000010;15.01.2025;Прокладка (паронит) 50;Полиэтелен, корсис, прагма, НПВХ (ПК КСС);12;75;;;15.01.2025;;
ПКНФ-000010;15.01.2025;Труба 110/3,2/0560 наружная канализация;Полиэтелен, корсис, прагма, НПВХ (ПК КСС);1;57;;;15.01.2025;;
ПКНФ-000010;15.01.2025;Труба двустенная для электропроводки d110 с протяжкой(внутр. d94)/ДКС ;Полиэтелен, корсис, прагма, НПВХ (ПК КСС);3;21;;;15.01.2025;;
ПКНФ-000010;15.01.2025;Шайба плоская оц.М16  DIN 125;Оцинкованные метизы (ПК КСС);0.12;2.472;;27.06.2024;15.01.2025;;
ПКНФ-000010;15.01.2025;Шайба плоская оц.М20  DIN 125;Оцинкованные метизы (ПК КСС);0.012;1.402;;27.06.2024;15.01.2025;;
ПКНФ-000010;15.01.2025;Шпилька М16*1000 DIN 975 оц;Оцинкованные метизы (ПК КСС);3;3;;;15.01.2025;;
ПКНФ-000010;15.01.2025;Труба 50х50х3 ГОСТ 8639-82, м.д;Черные трубы, листы, круги (ПК КСС);27;69.8;;;15.01.2025;;
ПКНФ-000025;22.01.2025;Резьба (ниппель) Ду 32х2,8 ГОСТ 3262-78;Черные фланцы и фиттинги (ПК КСС);2;10;;;22.01.2025;;
ПКНФ-000025;22.01.2025;Труба PPR SDR 6 PN20 40/6,7/4000 мм, БЕЛАЯ, Pro Aqua PA10014;Полиэтелен, корсис, прагма, НПВХ (ПК КСС);5;23;;;22.01.2025;;
ПКНФ-000025;22.01.2025;Муфта PPR комбинированная 40х1 1/4""НР под ключ, белая, Pro Aqua PA23520P;Полиэтелен, корсис, прагма, НПВХ (ПК КСС);3;7;;;22.01.2025;;
ПКНФ-000025;22.01.2025;Муфта PPR комбинированная 40х1 1/4""ВР под ключ, белая, Pro Aqua PA22520P;Полиэтелен, корсис, прагма, НПВХ (ПК КСС);2;4;;;22.01.2025;;
ПКНФ-000025;22.01.2025;Угольник PPR 40/90°, белый, Pro Aqua PA13014P;Полиэтелен, корсис, прагма, НПВХ (ПК КСС);1;2;;;22.01.2025;;
ПКНФ-000025;22.01.2025;Шайба гроверная оц.Ф10 DIN 127;Оцинкованные метизы (ПК КСС);0.05;0.468;;;22.01.2025;;
ПКНФ-000025;22.01.2025;Гайка шестигр.М10 оц. DIN934;Оцинкованные метизы (ПК КСС);0.05;1.202;07.10.2024;07.10.2024;22.01.2025;;
ПКНФ-000025;22.01.2025;Установка  пожаротушения КСС-П-2 CDM20-2+АВР+2ЭЗ;Установки ВНС и ПНС (ПК КСС);1;0;13.12.2024;;22.01.2025;ПКНФ-000026;22.01.2025
ПКНФ-000025;22.01.2025;Уплотнитель кольцевого пространства марки АктивРинг ТУ 2531-002-58859224-2014 изм. 1 (АР 415 оцинк);Полиэтелен, корсис, прагма, НПВХ (ПК КСС);14;14;;;22.01.2025;;
ПКНФ-000025;22.01.2025;Шаровой кран латунный 1 1/4"" ВР-ГШ со сгоном, ручка-бабочка, LD Pride 47.32.В-ГШ.Б;Арматура (ПК КСС);1;3;;;22.01.2025;;
ПКНФ-000025;22.01.2025;Хомут для высоких нагрузок PI-НD 3"", М12, 59-66, Termoclip 09405203;Нержавеющие метизы (ПК КСС);4;4;;;22.01.2025;;
ПКНФ-000025;22.01.2025;Болт оцинк. М12х60 DIN933;Оцинкованные метизы (ПК КСС);0.006;0.44;;03.06.2024;22.01.2025;;
ПКНФ-000025;22.01.2025;Шайба плоская оц. М12  DIN 125;Оцинкованные метизы (ПК КСС);0.02;0.861;;03.06.2024;22.01.2025;;
ПКНФ-000025;22.01.2025;Обратный клапан р/р Ду 32 1 1/4"" ВР Ру 10 Tmax=100°С, латунный, Itap York 103 26100;Арматура (ПК КСС);1;3;;;22.01.2025;;
ПКНФ-000025;22.01.2025;Труба 110/3,2/2000 наружная канализация;Полиэтелен, корсис, прагма, НПВХ (ПК КСС);1;6;;;22.01.2025;;
ПКНФ-000025;22.01.2025;Болт оцинк. М20х60 DIN933;Оцинкованные метизы (ПК КСС);0.012;0.51;;;22.01.2025;;
ПКНФ-000025;22.01.2025;Лист 5,0*1500*6000 ст3 (м2);Черные трубы, листы, круги (ПК КСС);0.2;0.4;;;22.01.2025;;
ПКНФ-000025;22.01.2025;Затвор поворот чуг Ду80 Ру10/16 д/чуг Benarmo ;Арматура (ПК КСС);2;4;;;22.01.2025;;
ПКНФ-000025;22.01.2025;Компенсатор EPDM Ду80 Ру10/16 фл Benarmo;Арматура (ПК КСС);2;2;;;22.01.2025;;
ПКНФ-000025;22.01.2025;Гайка шестигр. оц. М20 DIN 934 тыс шт;Оцинкованные метизы (ПК КСС);0.012;1.535;;27.06.2024;22.01.2025;;
ПКНФ-000025;22.01.2025;Болт оцинк. М16х80  DIN933;Оцинкованные метизы (ПК КСС);0.032;1.183;;;22.01.2025;;
ПКНФ-000025;22.01.2025;Болт оцинк. 10х40 DIN933;Оцинкованные метизы (ПК КСС);0.05;0.239;;;22.01.2025;;
ПКНФ-000025;22.01.2025;Заглушка для трубы 25х25 мм пластик;Расходные материалы (ПК КСС);2;60;23.04.2024;;22.01.2025;;
ПКНФ-000025;22.01.2025;Насос дренажный модель XKS-750S ""LEO"";Насосы LEO/ОНИС (ПК КСС);1;2;;;22.01.2025;;
ПКНФ-000025;22.01.2025;Шайба оцинк гровер М12 DIN 127;Оцинкованные метизы (ПК КСС);0.014;0.802;;03.06.2024;22.01.2025;;
ПКНФ-000025;22.01.2025;Насос повышающий давление с автоматом, CL15PRS-10 Pampman ;Другие насосы и УПМ (ПК КСС);1;1;;;22.01.2025;;
ПКНФ-000025;22.01.2025;Труба СВ  88,9х2,0мм 08Х18Н10 (AISI 304);Нержавеющие трубы, листы, круги, сетки(ПК КСС);2;2;05.08.2025;05.08.2025;22.01.2025;;
ПКНФ-000025;22.01.2025;Отвод 88,9х2,0 мм AISI 304;Нержавеющие фланцы и фиттинги (ПК КСС);4;4;16.12.2025;16.12.2025;22.01.2025;;
ПКНФ-000025;22.01.2025;Переход 114,3/88,9х2,0 (DN 100/80) AISI 304/08Х18Н10;Нержавеющие фланцы и фиттинги (ПК КСС);4;4;;;22.01.2025;;
ПКНФ-000025;22.01.2025;Фланец 114,3  (AISI304, 08*18H10, PN10/16) плоский;Нержавеющие фланцы и фиттинги (ПК КСС);4;4;26.05.2025;26.05.2025;22.01.2025;;
ПКНФ-000025;22.01.2025;Шайба плоская оц. М10  DIN 125;Оцинкованные метизы (ПК КСС);0.01;1.29;;25.08.2025;22.01.2025;;
ПКНФ-000025;22.01.2025;Навесной замок с ключом GPLK-50L;Оцинкованные метизы (ПК КСС);2;54;;20.01.2025;22.01.2025;;
ПКНФ-000025;22.01.2025;Труба 40х20х2 (AISI304);Нержавеющие трубы, листы, круги, сетки(ПК КСС);1;8;17.09.2025;09.09.2025;22.01.2025;;
ПКНФ-000025;22.01.2025;Полоса 40*4 ГОСТ 103-76;Черные трубы, листы, круги (ПК КСС);7;37.8;;19.08.2024;22.01.2025;;
ПКНФ-000025;22.01.2025;Прокладка (паронит) 80;Полиэтелен, корсис, прагма, НПВХ (ПК КСС);4;50;;;22.01.2025;;
ПКНФ-000025;22.01.2025;Фланец 88,9 (AISI304, 08*18H10, PN10/16) свободный;Нержавеющие фланцы и фиттинги (ПК КСС);4;4;19.12.2025;19.12.2025;22.01.2025;;
ПКНФ-000025;22.01.2025;Уголок 50х50х5 ГОСТ 8509-93 (м);Черные трубы, листы, круги (ПК КСС);1;43.4;;;22.01.2025;;
ПКНФ-000025;22.01.2025;Гайка шестигр. оц М12 DIN934;Оцинкованные метизы (ПК КСС);0.014;1.276;;03.06.2024;22.01.2025;;
ПКНФ-000025;22.01.2025;Гайка шестигр. оц М16  (тыс шт);Оцинкованные метизы (ПК КСС);0.096;0.839;;27.06.2024;22.01.2025;;
ПКНФ-000025;22.01.2025;Лист 1000х3000 ПВЛ 406;Черные трубы, листы, круги (ПК КСС);3;2;;;22.01.2025;;
ПКНФ-000025;22.01.2025;Труба оц ВГП 25х3,2  ГОСТ 3262-75 (м);Черные трубы, листы, круги (ПК КСС);0.2;108.28;;27.12.2024;22.01.2025;;
ПКНФ-000025;22.01.2025;Отбортовка 88,9х2,0 AISI304;Нержавеющие фланцы и фиттинги (ПК КСС);4;4;;;22.01.2025;;
ПКНФ-000025;22.01.2025;Труба СВ 114,3х2,0мм 08Х18Н10 (AISI 304);Нержавеющие трубы, листы, круги, сетки(ПК КСС);2;2;16.12.2025;22.10.2024;22.01.2025;;
ПКНФ-000025;22.01.2025;Труба 25х25х2 (AISI 304);Нержавеющие трубы, листы, круги, сетки(ПК КСС);7;36;17.09.2025;05.08.2025;22.01.2025;;
ПКНФ-000025;22.01.2025;Труба 40х40х3 ГОСТ 8639-82;Черные трубы, листы, круги (ПК КСС);27;7.3;;;22.01.2025;;
ПКНФ-000025;22.01.2025;Труба 40х20х2 ГОСТ 8639-82;Черные трубы, листы, круги (ПК КСС);10;5;;29.01.2024;22.01.2025;;
ПКНФ-000025;22.01.2025;Анкерный болт с гайкой 16*180 HNM тыс;Оцинкованные метизы (ПК КСС);0.016;0.676;;10.06.2024;22.01.2025;;
ПКНФ-000025;22.01.2025;Арматура ф 16 А-1 ГОСТ 5781-82 (м);Черные трубы, листы, круги (ПК КСС);4;30.3;;24.01.2024;22.01.2025;;
ПКНФ-000025;22.01.2025;Грибок канализационный;Полиэтелен, корсис, прагма, НПВХ (ПК КСС);2;19;;;22.01.2025;;
ПКНФ-000025;22.01.2025;Манжета резиновая переходная D 110/124 Уп., черн;Полиэтелен, корсис, прагма, НПВХ (ПК КСС);3;23;;;22.01.2025;;
ПКНФ-000025;22.01.2025;Полоса 4,0x40,0 (AISI304, 08X18H10, 2B);Нержавеющие трубы, листы, круги, сетки(ПК КСС);1;0;;25.02.2025;22.01.2025;;
ПКНФ-000025;22.01.2025;Труба 110/3,2/0560 наружная канализация;Полиэтелен, корсис, прагма, НПВХ (ПК КСС);1;57;;;22.01.2025;;
ПКНФ-000025;22.01.2025;Труба 200/4,9/1200 наружная канализация;Полиэтелен, корсис, прагма, НПВХ (ПК КСС);2;12.5;;;22.01.2025;;
ПКНФ-000025;22.01.2025;Шайба гроверная оц.М20 DIN 127;Оцинкованные метизы (ПК КСС);0.096;1.596;;;22.01.2025;;
ПКНФ-000025;22.01.2025;Шайба плоская оц.М20  DIN 125;Оцинкованные метизы (ПК КСС);0.204;1.402;;27.06.2024;22.01.2025;;
ПКНФ-000025;22.01.2025;Шпилька М16*1000 DIN 975 оц;Оцинкованные метизы (ПК КСС);3;3;;;22.01.2025;;
ПКНФ-000025;22.01.2025;Электроконвектор ЭВПТ-2,0 IP54;Расходомеры, манометры (ПК КСС);1;0;;;22.01.2025;;
ПКНФ-000345;19.06.2025;Муфта PPR 25 мм, белая, Pro Aqua PA12010P;Полиэтелен, корсис, прагма, НПВХ (ПК КСС);20;20;;;19.06.2025;;
ПКНФ-000345;19.06.2025;Заглушка PPR 25 мм, белая, Pro Aqua PA15010P;Полиэтелен, корсис, прагма, НПВХ (ПК КСС);10;10;;;19.06.2025;;
ПКНФ-000345;19.06.2025;Муфта PPR редукционная 40х25, наружная /внутренняя белая, Pro Aqua;Арматура (ПК КСС);5;5;;;19.06.2025;;
ПКНФ-000345;19.06.2025;Хомут метал. резина с гайкой М8 3/4"" (26-30);Расходные материалы (ПК КСС);180;190;;;19.06.2025;;
ПКНФ-000345;19.06.2025;Шаровой кран с электроприводом серия SC209, трехходовой Т-порт, DN 25 мм, давление рабочей среды до;Арматура (ПК КСС);1;1;;;19.06.2025;;
ПКНФ-000345;19.06.2025;Муфта PPR комбинированная разъемная 25х1""НР, белая, Pro Aqua PA21015;Полиэтелен, корсис, прагма, НПВХ (ПК КСС);4;4;;;19.06.2025;;
ПКНФ-000345;19.06.2025;Муфта PPR комбинированная разъемная 25х1""ВР, белая, Pro Aqua PA20015;Полиэтелен, корсис, прагма, НПВХ (ПК КСС);2;2;;;19.06.2025;;
ПКНФ-000345;19.06.2025;Хомут червячный нержавеющий Экофикс 12-22 мм/9 W2;Расходные материалы (ПК КСС);50;50;;;19.06.2025;;
ПКНФ-000345;19.06.2025;Муфта комб.разъём.(американка) с внутренней резьбой  25x1"" (100/25) (Valfex) БЕЛАЯ (ПК);Полиэтелен, корсис, прагма, НПВХ (ПК КСС);36;36;;;19.06.2025;;
ПКНФ-000345;19.06.2025;Труба гофрированная d20 ПНД черная с зондом IEK (100);Электротовары КСС ШУ;15;15;;;19.06.2025;;
ПКНФ-000345;19.06.2025;Угол 90гр. Ø25 белая;Комплектующие для водоподготовки;33;47;;;19.06.2025;;
ПКНФ-000345;19.06.2025;Муфта PPR комбинированная 40х1 1/4""НР под ключ, белая, Pro Aqua PA23520P;Полиэтелен, корсис, прагма, НПВХ (ПК КСС);5;6;;;19.06.2025;;
ПКНФ-000345;19.06.2025;Ниппель приварной DN25"" 1""  чермет;Арматура (ПК КСС);16;20;;;19.06.2025;;
ПКНФ-000345;19.06.2025;Шланг ПВХ 20мм прозрачный (бухта 50м);Полиэтелен, корсис, прагма, НПВХ (ПК КСС);180;0;01.11.2025;01.11.2025;19.06.2025;;
ПКНФ-000345;19.06.2025;Лист 2,0*1000*2000  AISI 304 (08х18Н10), х/к, мат (2В);Нержавеющие трубы, листы, круги, сетки(ПК КСС);3;3;17.09.2025;17.09.2025;19.06.2025;;
ПКНФ-000345;19.06.2025;Кварц окатанный 2-5 мм, Россия (шт=кг);Засыпки и сорбенты для ЛОС, Водоподготовка;20;20;;25.12.2024;19.06.2025;;
ПКНФ-000345;19.06.2025;Расходомер-счетчик электромагнитный КАРАТ-551М-32-0;Расходомеры, манометры (ПК КСС);1;1;;;19.06.2025;;
ПКНФ-000345;19.06.2025;Кран шаровой для ВОДЫ 1 1/4"" ВР/ВР ручка-рычаг, латунный VALFEX (ПК);Арматура (ПК КСС);10;22;;;19.06.2025;;
ПКНФ-000345;19.06.2025;Муфта PPR разъемная 25 мм, белая, Pro Aqua;Полиэтелен, корсис, прагма, НПВХ (ПК КСС);5;5;;;19.06.2025;;
ПКНФ-000345;19.06.2025;Насос фекальный погружной, 250 Вт, пропускная способность 150 л/мин, напор 7,5 м, чугунный корпус, с;Другие насосы и УПМ (ПК КСС);5;5;;;19.06.2025;;
ПКНФ-000345;19.06.2025;Дозировочный контейнер 100 л с крышкой и заглушкой ДК100КЗ;Комплектующие для водоподготовки;1;1;;;19.06.2025;;
ПКНФ-000345;19.06.2025;Проточный ротаметр FM 10 1-10 GPM G3/4"";Комплектующие для водоподготовки;5;5;;;19.06.2025;;
ПКНФ-000345;19.06.2025;Расходомер-счетчик КАРАТ-523-С-СП-32-1-Т90-ВП-ИВ;Расходомеры, манометры (ПК КСС);1;1;;;19.06.2025;;
ПКНФ-000345;19.06.2025;Фляга п/э 30л БПЗ 30 с вкладышем;Комплектующие для водоподготовки;1;1;;;19.06.2025;;
ПКНФ-000345;19.06.2025;Блок управления RUNXIN 53504P, ТМ.F67P1-A;Комплектующие для водоподготовки;1;1;;;19.06.2025;;
ПКНФ-000345;19.06.2025;Корпус фильтра 14х65 Canature (натуральный /ДРС в комплекте/);Комплектующие для водоподготовки;1;1;;;19.06.2025;;
ПКНФ-000345;19.06.2025;Сорбент МС (0.315 - 0.7);Засыпки и сорбенты для ЛОС, Водоподготовка;1.5;1.5;;;19.06.2025;;
ПКНФ-000345;19.06.2025;Аэратор дисковый 320 мм;Комплектующие для водоподготовки;36;36;;;19.06.2025;;
ПКНФ-000345;19.06.2025;Ершовая биозагрузка 120/1000 нерж;Комплектующие для водоподготовки;270;270;;;19.06.2025;;
ПКНФ-000345;19.06.2025;Миксер МХ3018/037323(3)ПВХ/186;Комплектующие для водоподготовки;1;1;;;19.06.2025;;
ПКНФ-000345;19.06.2025;Вихревая воздуходувка Zenova 2RB 420-022;Комплектующие для водоподготовки;1;1;;;19.06.2025;;
ПКНФ-000345;19.06.2025;BBS Municipal 3 кг;Комплектующие для водоподготовки;1;1;;;19.06.2025;;
ПКНФ-000345;19.06.2025;Установка обеззараживания воды ECO-PRO 2S-9Ai;Комплектующие для водоподготовки;1;1;;;19.06.2025;;
ПКНФ-000345;19.06.2025;Кабель КВВ 4*0,75;Электротовары КСС ШУ;9;9;;;19.06.2025;;
ПКНФ-000345;19.06.2025;Лампа ультрафиолетовая P-15108eco;Комплектующие для водоподготовки;1;1;;;19.06.2025;;
ПКНФ-000345;19.06.2025;Водалс (коагулянт алюминия - канистра 20л);Комплектующие для водоподготовки;2;2;;;19.06.2025;;
ПКНФ-000345;19.06.2025;Шпилька М8 L1000 (А2, DIN975/ DIN976);Нержавеющие метизы (ПК КСС);36;36;;;19.06.2025;;
ПКНФ-000345;19.06.2025;Обезвоживатель мешочный TURAN-M-1-НЖ;Водоподготовка (ПК КСС);1;1;;;19.06.2025;;
ПКНФ-000345;19.06.2025;Модуль тонкослойный БТМ 41-84;Водоподготовка (ПК КСС);1;1;;;19.06.2025;;
ПКНФ-000345;19.06.2025;Муфта PPR редукционная 25х20, наружная /внутренняя белая, Pro Aqua;Полиэтелен, корсис, прагма, НПВХ (ПК КСС);10;20;;;19.06.2025;;
ПКНФ-000345;19.06.2025;Пресс-фланец DN 150 PN 10/16 ст. C20/22 (172 мм);Черные фланцы и фиттинги (ПК КСС);5;5;;;19.06.2025;;
ПКНФ-000345;19.06.2025;6574.4 - КОС (БОС) - Направляющие корзины Корзина сороудерж. Лестницы;Составные части трубопровода (Пк КСС);1;1;;;19.06.2025;ПКНФ-000691;12.08.2025
ПКНФ-000345;19.06.2025;Полоса 3,0х40 AISI304;Нержавеющие трубы, листы, круги, сетки(ПК КСС);12;12;;;19.06.2025;;
